customer_id,city,region,city_tier,age_band,gender,occupation,monthly_income_inr,diet_preference,fitness_goal,current_mood_state,primary_meal_occasion,preferred_cuisine,spice_preference,packaging_preference,preferred_order_channel,preferred_payment_mode,delivery_speed_preference,meal_plan_preference,price_sensitivity_score,health_orientation_score,convenience_need_score,personalization_interest_score,subscription_interest_score,social_media_influence_score,office_lunch_need_score,breakfast_need_score,indulgence_score,preferred_product_category_1,preferred_product_category_2,order_frequency_per_month,avg_order_value_inr,monthly_food_delivery_spend_inr,discount_response_pct,likely_to_try_moodmeal,bundle_affinity,subscription_propensity,health_segment,purchase_intent_score,purchase_intent_label,sales_funnel_stage,age_band_code,city_tier_code,purchase_intent_binary,bundle_affinity_code,subscription_propensity_code,sales_funnel_stage_code,fitness_goal_score,diet_preference_score,income_segment,avg_order_value_segment,monthly_spend_segment,wellness_index,value_seeking_index,digital_convenience_index,meal_need_intensity_index,customer_potential_score,priority_segment
MM103671,Jaipur,North,Tier 2,25-34,Female,Corporate Professional,130643,Eggetarian,High Protein/Fitness,Stressed,Dinner,Pan-Asian,Medium,Value/Functional,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,41,76,67,69,44,85,62,61,27,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,4,564,2246,24,0,Low,Medium,High,62,Interested,Trial Ordered,2,3,1,1,2,4,9,7,Upper Affluent,High Premium,Moderate,78.7,33.4,57.5,58.1,50.5,Nurture
MM103672,Bengaluru,South,Metro,25-34,Female,Government/Public Sector,39910,Non-Veg,Balanced Eating,Stressed,Breakfast,Continental,Medium,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,65,89,61,58,46,71,15,75,38,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,5,270,1625,35,1,Medium,Low,High,61,Interested,Awareness/Consideration,2,1,1,2,1,2,8,6,Mass Premium,Mass,Light,79.1,51.5,51.0,43.9,51.8,Nurture
MM103673,Bengaluru,South,Metro,55+,Female,Student,9144,Eggetarian,High Protein/Fitness,Stressed,Dinner,Pan-Asian,Medium,Value/Functional,Zomato/Swiggy,Wallet,20-40 min,Weekly Subscription,59,45,43,55,65,100,28,52,45,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,4,269,1134,21,0,Low,Medium,Medium,53,Not Interested,Low Intent Lead,5,1,0,1,2,1,9,7,Budget,Mass,Light,64.8,41.9,53.6,38.7,45.9,Nurture
MM103674,Delhi NCR,North,Metro,35-44,Male,Creative/Media,70043,Eggetarian,Weight Loss,Busy/Pressed for Time,Breakfast,South Indian,Medium,Eco-friendly,Own App/Website,UPI,20-40 min,On-demand,58,100,55,100,60,70,81,55,67,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,2,415,828,24,0,Low,Medium,High,87,Interested,Repeat Customer,3,1,1,1,2,5,10,7,Affluent,Premium,Light,92.5,42.7,59.5,58.4,66.3,High Potential
MM103675,Jaipur,North,Tier 2,35-44,Female,Creative/Media,149469,Eggetarian,Balanced Eating,Health-Focused,Mid-evening Snack,Mediterranean,Spicy,Value/Functional,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,67,96,95,84,12,27,8,51,24,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,2,601,904,24,1,Medium,Low,High,85,Interested,Repeat Customer,3,3,1,2,1,5,8,7,Upper Affluent,High Premium,Light,84.7,47.7,52.5,34.2,55.0,Nurture
MM103676,Jaipur,North,Tier 2,18-24,Female,Entrepreneur/Freelancer,18343,Non-Veg,Balanced Eating,Low Energy,Mid-evening Snack,North Indian,Medium,Value/Functional,Quick Commerce,UPI,20-40 min,On-demand,61,100,47,23,53,46,54,16,27,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,1,337,360,20,1,Low,Medium,High,67,Interested,High Intent Lead,1,3,1,1,2,3,8,6,Budget,Mid Premium,Light,84.0,42.6,35.8,34.6,46.5,Nurture
MM103677,Delhi NCR,North,Metro,25-34,Male,Corporate Professional,48764,Non-Veg,Comfort/Indulgence,Stressed,Office Meal,North Indian,Medium,Premium,WhatsApp/Instagram,Credit/Debit Card,Under 20 min,On-demand,71,65,81,62,61,47,38,90,86,Comfort Food Combo Boxes,Breakfast & Snack Boxes,7,343,2212,33,1,Medium,Medium,Medium,62,Interested,High Intent Lead,2,1,1,2,2,3,5,6,Mass Premium,Mid Premium,Moderate,59.2,53.9,55.2,63.8,54.6,Nurture
MM103678,Bengaluru,South,Metro,18-24,Male,Government/Public Sector,20063,Non-Veg,Convenience First,Low Energy,Breakfast,Indian,Spicy,Eco-friendly,WhatsApp/Instagram,UPI,Under 20 min,On-demand,34,71,58,69,37,58,84,32,35,Functional Beverages & Mood Drinks,Office Lunch & Subscription Packs,4,273,1262,20,1,Low,Medium,High,61,Interested,High Intent Lead,1,1,1,1,2,3,5,6,Budget,Mass,Light,62.0,27.7,48.3,58.3,47.5,Nurture
MM103679,Coimbatore,South,Tier 2,18-24,Female,Creative/Media,19812,Veg,Balanced Eating,Busy/Pressed for Time,Office Meal,Continental,Medium,Value/Functional,Own App/Website,UPI,20-40 min,Weekly Subscription,53,81,100,74,52,94,73,34,17,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,332,1338,11,1,Medium,Medium,High,85,Interested,Trial Ordered,1,3,1,2,2,4,8,6,Budget,Mid Premium,Light,75.4,34.1,71.4,62.7,61.5,High Potential
MM103680,Chennai,South,Metro,35-44,Female,Entrepreneur/Freelancer,108905,Non-Veg,High Protein/Fitness,Low Energy,Office Meal,Mediterranean,Medium,Value/Functional,Quick Commerce,Wallet,Under 20 min,On-demand,53,100,92,83,42,92,65,65,11,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,513,2317,35,1,Medium,Medium,High,94,Interested,Repeat Customer,3,1,1,2,2,5,9,6,Upper Affluent,Premium,Moderate,87.0,44.9,68.9,66.0,66.3,High Potential
MM103681,Pune,West,Tier 1,18-24,Female,Entrepreneur/Freelancer,42716,Veg,Weight Loss,Busy/Pressed for Time,Breakfast,Continental,Spicy,Eco-friendly,Corporate Bulk,UPI,20-40 min,On-demand,59,68,100,69,1,30,39,91,52,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,4,277,849,32,1,Medium,Low,Medium,81,Interested,Repeat Customer,1,2,1,2,1,5,10,6,Mass Premium,Mass,Light,75.6,46.8,49.9,61.4,47.3,Nurture
MM103682,Bengaluru,South,Metro,35-44,Female,Homemaker,133279,Veg,High Protein/Fitness,Stressed,Lunch,South Indian,Medium,Value/Functional,Own App/Website,Credit/Debit Card,Under 20 min,Monthly Subscription,81,62,62,89,31,74,47,57,59,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,3,573,2035,31,0,Low,Low,High,50,Not Interested,Low Intent Lead,3,1,0,1,1,1,9,6,Upper Affluent,High Premium,Moderate,69.9,58.5,55.8,48.3,45.3,Nurture
MM103683,Bengaluru,South,Metro,55+,Female,Entrepreneur/Freelancer,201994,Non-Veg,Weight Loss,Stressed,Dinner,South Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,Weekly Subscription,69,75,71,63,82,28,24,65,55,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,9,784,7665,26,1,Medium,Medium,High,80,Interested,High Intent Lead,5,1,1,2,2,3,10,6,Premium,High Premium,Heavy,78.8,49.7,51.8,54.5,70.7,High Potential
MM103684,Hyderabad,South,Metro,18-24,Female,Creative/Media,30591,Non-Veg,Weight Loss,Happy/Social,Lunch,Mediterranean,Spicy,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,65,40,74,73,3,20,26,25,56,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,4,363,1504,26,1,Low,Low,Medium,54,Not Interested,Awareness/Consideration,1,1,0,1,1,2,10,6,Mass Premium,Mid Premium,Light,63.0,47.4,41.2,35.8,36.3,Low Potential
MM103685,Chennai,South,Metro,25-34,Female,Student,19804,Veg,Balanced Eating,Stressed,Office Meal,North Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,32,100,73,86,53,72,64,51,51,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,317,2279,6,1,Low,Medium,High,88,Interested,Repeat Customer,2,1,1,1,2,5,8,6,Budget,Mid Premium,Moderate,84.0,20.3,61.4,63.3,66.3,High Potential
MM103686,Bengaluru,South,Metro,25-34,Female,Student,19164,Non-Veg,Balanced Eating,Low Energy,Dinner,North Indian,Spicy,Value/Functional,Own App/Website,UPI,Planned/Subscription,On-demand,86,41,64,51,47,55,39,43,44,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,3,240,893,35,1,Medium,Low,Low,43,Not Interested,Low Intent Lead,2,1,0,2,1,1,8,6,Budget,Mass,Light,57.4,63.0,47.4,42.0,39.3,Low Potential
MM103687,Kolkata,East,Metro,25-34,Female,Creative/Media,63578,Non-Veg,Balanced Eating,Health-Focused,Dinner,Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,42,66,60,81,20,46,54,67,35,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,4,461,2091,24,1,Low,Low,High,79,Interested,Repeat Customer,2,1,1,1,1,5,8,6,Affluent,Premium,Moderate,68.7,33.9,46.4,55.4,51.5,Nurture
MM103688,Chennai,South,Metro,55+,Female,Student,24395,Non-Veg,Balanced Eating,Low Energy,Lunch,South Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,72,70,45,65,23,34,86,45,16,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,291,1002,18,1,Low,Low,Medium,73,Interested,Awareness/Consideration,5,1,1,1,1,2,8,6,Budget,Mass,Light,70.5,47.7,36.8,60.4,47.4,Nurture
MM103689,Bengaluru,South,Metro,35-44,Male,Homemaker,47374,Veg,Balanced Eating,Busy/Pressed for Time,Dinner,Continental,Medium,Eco-friendly,WhatsApp/Instagram,Wallet,20-40 min,On-demand,63,79,89,44,54,71,33,29,63,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,514,1883,22,0,Medium,Medium,Medium,66,Interested,Awareness/Consideration,3,1,1,2,2,2,8,6,Mass Premium,Premium,Light,74.6,44.6,57.8,39.8,51.2,Nurture
MM103690,Kolkata,East,Metro,25-34,Female,Corporate Professional,154857,Vegan,Comfort/Indulgence,Low Energy,Late-night Craving,North Indian,Medium,Eco-friendly,Corporate Bulk,UPI,20-40 min,Weekly Subscription,29,79,54,45,52,48,44,61,56,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,8,560,4425,14,0,Low,Medium,Medium,54,Not Interested,Low Intent Lead,2,1,0,1,2,1,5,10,Premium,High Premium,Moderate,75.6,22.2,42.6,57.0,49.8,Nurture
MM103691,Delhi NCR,North,Metro,25-34,Male,Retired,71201,Non-Veg,Balanced Eating,Low Energy,Late-night Craving,Mediterranean,Medium,Premium,Own App/Website,UPI,Under 20 min,On-demand,57,69,38,88,56,47,58,34,31,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,457,2248,15,1,Low,Medium,High,76,Interested,Awareness/Consideration,2,1,1,1,2,2,8,6,Affluent,Premium,Moderate,70.0,38.1,46.8,47.4,59.6,Nurture
MM103692,Pune,West,Tier 1,25-34,Female,Creative/Media,45349,Veg,Comfort/Indulgence,Stressed,Lunch,North Indian,Medium,Value/Functional,Own App/Website,UPI,20-40 min,On-demand,24,0,63,100,25,46,60,11,60,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,2,374,671,15,1,Low,Low,Low,44,Not Interested,Awareness/Consideration,2,2,0,1,1,2,5,6,Mass Premium,Mid Premium,Light,30.0,20.0,51.8,40.2,36.2,Low Potential
MM103693,Chandigarh,North,Tier 2,35-44,Female,Entrepreneur/Freelancer,181546,Non-Veg,Comfort/Indulgence,Happy/Social,Office Meal,Indian,Spicy,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Monthly Subscription,48,19,100,50,33,22,59,30,82,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,8,630,5451,17,0,Medium,Medium,Low,48,Not Interested,Low Intent Lead,3,3,0,2,2,1,5,6,Premium,High Premium,Heavy,38.6,34.1,49.4,62.1,41.5,Low Potential
MM103694,Ahmedabad,West,Tier 1,18-24,Male,Corporate Professional,26280,Vegan,High Protein/Fitness,Busy/Pressed for Time,Breakfast,Indian,Spicy,Premium,Zomato/Swiggy,Credit/Debit Card,Under 20 min,Monthly Subscription,63,72,66,85,52,34,41,71,15,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,6,395,1998,23,0,Medium,Medium,High,64,Interested,Awareness/Consideration,1,2,1,2,2,2,9,10,Budget,Mid Premium,Light,84.4,45.0,51.4,56.0,56.9,Nurture
MM103695,Bengaluru,South,Metro,25-34,Male,Student,12000,Veg,Balanced Eating,Health-Focused,Dinner,South Indian,Spicy,Value/Functional,Quick Commerce,UPI,20-40 min,On-demand,84,86,69,86,61,49,59,43,35,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,455,1589,43,1,Medium,Medium,High,85,Interested,High Intent Lead,2,1,1,2,2,3,8,6,Budget,Premium,Light,77.7,65.6,56.8,50.7,65.1,High Potential
MM103696,Indore,Central,Tier 2,25-34,Female,Corporate Professional,129091,Veg,High Protein/Fitness,Busy/Pressed for Time,Late-night Craving,Indian,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,72,80,91,52,65,59,79,39,55,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,8,493,3263,22,1,Medium,Medium,High,68,Interested,Awareness/Consideration,2,3,1,2,2,2,9,6,Upper Affluent,Premium,Moderate,78.0,49.5,59.2,71.0,58.5,Nurture
MM103697,Bengaluru,South,Metro,18-24,Male,Corporate Professional,58993,Non-Veg,Balanced Eating,Busy/Pressed for Time,Breakfast,Pan-Asian,Spicy,Eco-friendly,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,73,42,88,96,53,48,19,46,39,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,4,478,2202,24,1,Medium,Medium,Medium,82,Interested,Repeat Customer,1,1,1,2,2,5,8,6,Mass Premium,Premium,Moderate,57.9,51.0,63.2,40.3,60.6,High Potential
MM103698,Delhi NCR,North,Metro,25-34,Female,Entrepreneur/Freelancer,161585,Eggetarian,Convenience First,Stressed,Breakfast,Continental,Medium,Value/Functional,Zomato/Swiggy,Cash on Delivery,20-40 min,Weekly Subscription,52,48,63,88,65,78,0,23,0,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,3,496,1314,34,1,Medium,Medium,Medium,56,Not Interested,Low Intent Lead,2,1,0,2,2,1,5,7,Premium,Premium,Light,54.1,43.9,61.8,21.2,53.4,Nurture
MM103699,Delhi NCR,North,Metro,18-24,Female,Corporate Professional,22745,Non-Veg,Weight Loss,Happy/Social,Breakfast,Continental,Spicy,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,74,78,47,74,65,38,17,69,18,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,3,365,922,35,0,Medium,Medium,High,56,Not Interested,Awareness/Consideration,1,1,0,2,2,2,10,6,Budget,Mid Premium,Light,80.1,56.4,46.2,37.1,54.0,Nurture
MM103700,Lucknow,North,Tier 2,55+,Male,Government/Public Sector,75929,Non-Veg,Weight Loss,Happy/Social,Lunch,Mediterranean,Mild,Eco-friendly,Quick Commerce,Credit/Debit Card,20-40 min,Monthly Subscription,70,56,53,51,52,39,34,43,0,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,479,3481,27,1,Low,Medium,Medium,78,Interested,High Intent Lead,5,3,1,1,2,3,10,6,Affluent,Premium,Moderate,70.2,50.6,41.7,44.3,54.0,Nurture
MM103701,Jaipur,North,Tier 2,18-24,Male,Student,11249,Vegan,Comfort/Indulgence,Busy/Pressed for Time,Lunch,Indian,Spicy,Eco-friendly,Zomato/Swiggy,Cash on Delivery,20-40 min,On-demand,75,55,77,76,45,93,54,19,97,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,1,382,294,41,0,Medium,Medium,Medium,52,Not Interested,Awareness/Consideration,1,3,0,2,2,2,5,10,Budget,Mid Premium,Light,64.8,59.7,63.6,39.9,45.5,Nurture
MM103702,Kochi,South,Tier 2,35-44,Female,Healthcare/Service,39185,Vegan,Weight Loss,Happy/Social,Mid-evening Snack,South Indian,Mild,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,20-40 min,Monthly Subscription,68,83,73,88,64,46,27,64,24,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,451,2050,25,1,Medium,Medium,High,82,Interested,High Intent Lead,3,3,1,2,2,3,10,10,Mass Premium,Premium,Moderate,92.4,48.7,58.3,45.8,65.5,High Potential
MM103703,Lucknow,North,Tier 2,25-34,Male,Homemaker,114291,Vegan,High Protein/Fitness,Low Energy,Dinner,South Indian,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,60,81,67,58,58,99,0,31,63,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,3,355,1224,26,0,Medium,Medium,High,62,Interested,Awareness/Consideration,2,3,1,2,2,2,9,10,Upper Affluent,Mid Premium,Light,88.4,44.7,60.2,23.8,52.6,Nurture
MM103704,Hyderabad,South,Metro,25-34,Female,Homemaker,79642,Veg,Comfort/Indulgence,Low Energy,Lunch,Indian,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Under 20 min,Weekly Subscription,33,37,54,79,58,10,34,48,48,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,516,1194,21,0,Low,Medium,Medium,43,Not Interested,Awareness/Consideration,2,1,0,1,2,2,5,6,Affluent,Premium,Light,46.7,27.6,42.7,39.7,43.9,Low Potential
MM103705,Jaipur,North,Tier 2,18-24,Female,Retired,33060,Jain,Convenience First,Busy/Pressed for Time,Dinner,Fusion,Medium,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,64,72,62,100,48,49,39,47,56,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,293,2184,33,1,Medium,Medium,High,56,Not Interested,Low Intent Lead,1,3,0,2,2,1,5,7,Mass Premium,Mass,Moderate,64.9,50.1,55.6,48.6,56.2,Nurture
MM103706,Pune,West,Tier 1,35-44,Female,Creative/Media,158493,Veg,Balanced Eating,Health-Focused,Breakfast,North Indian,Mild,Eco-friendly,Own App/Website,Credit/Debit Card,20-40 min,On-demand,59,62,76,39,71,76,49,85,28,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,1,607,470,21,1,Medium,Medium,Medium,67,Interested,Awareness/Consideration,3,2,1,2,2,2,8,6,Premium,High Premium,Light,66.9,41.9,56.4,54.2,50.5,Nurture
MM103707,Jaipur,North,Tier 2,25-34,Male,Corporate Professional,107725,Non-Veg,Balanced Eating,Busy/Pressed for Time,Dinner,Continental,Spicy,Eco-friendly,Own App/Website,Credit/Debit Card,Under 20 min,On-demand,41,75,97,54,53,57,13,40,34,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,607,4809,31,1,Medium,Medium,Medium,83,Interested,High Intent Lead,2,3,1,2,2,3,8,6,Upper Affluent,High Premium,Moderate,72.8,36.5,59.2,43.8,61.2,High Potential
MM103708,Pune,West,Tier 1,25-34,Female,Homemaker,97299,Eggetarian,Convenience First,Stressed,Dinner,Indian,Mild,Value/Functional,Quick Commerce,UPI,Planned/Subscription,On-demand,46,85,61,98,27,20,25,52,29,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,517,1875,27,1,Low,Low,High,70,Interested,Trial Ordered,2,2,1,1,1,4,5,7,Affluent,Premium,Light,70.8,37.4,46.0,38.2,54.0,Nurture
MM103709,Delhi NCR,North,Metro,18-24,Female,Entrepreneur/Freelancer,50577,Eggetarian,Convenience First,Low Energy,Lunch,North Indian,Mild,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Under 20 min,Weekly Subscription,25,84,28,86,98,49,7,53,38,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,380,1956,21,1,Low,Medium,High,72,Interested,Awareness/Consideration,1,1,1,1,2,2,5,7,Mass Premium,Mid Premium,Light,70.3,23.2,50.1,32.3,68.2,High Potential
MM103710,Kolkata,East,Metro,35-44,Male,Student,19967,Non-Veg,High Protein/Fitness,Busy/Pressed for Time,Breakfast,Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,Under 20 min,On-demand,61,69,100,74,45,70,76,60,11,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,5,380,2006,27,0,Medium,Medium,High,65,Interested,High Intent Lead,3,1,1,2,2,3,9,6,Budget,Mid Premium,Moderate,73.0,45.7,65.6,70.4,53.5,Nurture
MM103711,Delhi NCR,North,Metro,35-44,Female,Creative/Media,132958,Non-Veg,High Protein/Fitness,Happy/Social,Dinner,Indian,Medium,Value/Functional,Corporate Bulk,UPI,Planned/Subscription,Weekly Subscription,69,89,76,67,63,29,43,7,59,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,544,3092,25,1,Medium,Medium,High,61,Interested,Awareness/Consideration,3,1,1,2,2,2,9,6,Upper Affluent,Premium,Moderate,82.0,49.2,51.4,44.4,58.6,Nurture
MM103712,Kolkata,East,Metro,18-24,Female,Corporate Professional,21641,Non-Veg,Comfort/Indulgence,Stressed,Dinner,Indian,Spicy,Eco-friendly,Zomato/Swiggy,Wallet,20-40 min,Monthly Subscription,68,55,82,48,32,42,40,39,74,Comfort Food Combo Boxes,Breakfast & Snack Boxes,7,254,2097,27,1,Medium,Low,Medium,54,Not Interested,Low Intent Lead,1,1,0,2,1,1,5,6,Budget,Mass,Moderate,54.8,49.6,47.4,52.0,43.2,Low Potential
MM103713,Delhi NCR,North,Metro,25-34,Male,Teacher/Academia,112460,Non-Veg,Weight Loss,Health-Focused,Breakfast,Pan-Asian,Medium,Value/Functional,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,69,100,74,100,47,55,100,40,35,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,501,2490,30,1,Medium,Medium,High,88,Interested,High Intent Lead,2,1,1,2,2,3,10,6,Upper Affluent,Premium,Moderate,90.0,51.4,60.2,69.1,67.8,High Potential
MM103714,Mumbai,West,Metro,45-54,Male,Teacher/Academia,90127,Veg,High Protein/Fitness,Health-Focused,Lunch,Pan-Asian,Medium,Premium,Zomato/Swiggy,Cash on Delivery,20-40 min,On-demand,27,100,37,68,3,56,73,4,74,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,571,1491,19,0,Low,Low,High,69,Interested,Trial Ordered,4,1,1,1,1,4,9,6,Affluent,High Premium,Light,87.0,23.4,36.4,41.8,45.6,Nurture
MM103715,Indore,Central,Tier 2,18-24,Female,Healthcare/Service,26419,Non-Veg,Weight Loss,Health-Focused,Mid-evening Snack,Mediterranean,Medium,Value/Functional,Own App/Website,UPI,Planned/Subscription,On-demand,59,61,72,65,47,52,13,58,64,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,2,310,476,27,1,Medium,Low,Medium,79,Interested,Repeat Customer,1,3,1,2,1,5,10,6,Budget,Mid Premium,Light,72.4,44.6,52.0,34.5,53.5,Nurture
MM103716,Hyderabad,South,Metro,35-44,Male,Retired,131269,Veg,High Protein/Fitness,Low Energy,Mid-evening Snack,Pan-Asian,Medium,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,68,90,77,84,100,23,68,5,38,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,532,4565,23,1,Medium,High,High,77,Interested,Awareness/Consideration,3,1,1,2,3,2,9,6,Upper Affluent,Premium,Moderate,82.5,47.8,59.5,54.0,74.6,High Potential
MM103717,Hyderabad,South,Metro,25-34,Male,Corporate Professional,158006,Non-Veg,Convenience First,Low Energy,Dinner,South Indian,Medium,Eco-friendly,Own App/Website,UPI,20-40 min,Weekly Subscription,63,53,49,55,68,36,100,81,41,Office Lunch & Subscription Packs,Breakfast & Snack Boxes,4,584,2632,19,1,Low,Medium,Medium,51,Not Interested,Low Intent Lead,2,1,0,1,2,1,5,6,Premium,High Premium,Moderate,53.8,43.2,43.1,75.6,47.9,Nurture
MM103718,Ahmedabad,West,Tier 1,45-54,Female,Creative/Media,190435,Veg,Weight Loss,Low Energy,Dinner,Indian,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,Monthly Subscription,62,74,64,94,33,66,80,48,80,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,6,459,2372,23,0,Low,Medium,High,60,Interested,Awareness/Consideration,4,2,1,1,2,2,10,6,Premium,Premium,Moderate,78.3,44.4,56.2,65.6,52.1,Nurture
MM103719,Delhi NCR,North,Metro,55+,Female,Healthcare/Service,88392,Veg,Balanced Eating,Health-Focused,Office Meal,Indian,Mild,Premium,Own App/Website,Wallet,20-40 min,On-demand,80,90,42,65,49,35,87,79,13,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,5,460,1772,22,0,Low,Medium,High,60,Interested,High Intent Lead,5,1,1,1,2,3,8,6,Affluent,Premium,Light,79.5,53.9,40.0,70.9,51.7,Nurture
MM103720,Delhi NCR,North,Metro,35-44,Male,Homemaker,88987,Eggetarian,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,Indian,Mild,Value/Functional,Quick Commerce,Cash on Delivery,20-40 min,Weekly Subscription,53,47,80,61,62,50,34,59,40,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,4,415,1423,19,1,Medium,Medium,Medium,63,Interested,Awareness/Consideration,3,1,1,2,2,2,8,7,Affluent,Premium,Light,62.6,37.7,55.5,48.4,51.3,Nurture
MM103721,Chandigarh,North,Tier 2,25-34,Female,Corporate Professional,69129,Non-Veg,Comfort/Indulgence,Low Energy,Dinner,Fusion,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,On-demand,77,26,61,49,36,31,86,21,99,Office Lunch & Subscription Packs,Comfort Food Combo Boxes,2,375,693,22,0,Low,Medium,Low,51,Not Interested,Low Intent Lead,2,3,0,1,2,1,5,6,Affluent,Mid Premium,Light,41.7,52.2,39.7,52.8,35.5,Low Potential
MM103722,Lucknow,North,Tier 2,25-34,Female,Government/Public Sector,75112,Non-Veg,Weight Loss,Happy/Social,Lunch,North Indian,Spicy,Eco-friendly,Own App/Website,UPI,Under 20 min,On-demand,50,72,59,46,40,21,74,24,9,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,6,460,3167,10,1,Low,Medium,Medium,72,Interested,High Intent Lead,2,3,1,1,2,3,10,6,Affluent,Premium,Moderate,77.4,32.0,37.1,56.4,50.4,Nurture
MM103723,Bengaluru,South,Metro,25-34,Male,Creative/Media,38477,Vegan,Weight Loss,Stressed,Lunch,South Indian,Spicy,Eco-friendly,WhatsApp/Instagram,Credit/Debit Card,20-40 min,On-demand,58,67,65,77,71,36,34,18,0,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,397,1358,21,0,Medium,Medium,High,69,Interested,Awareness/Consideration,2,1,1,2,2,2,10,10,Mass Premium,Mid Premium,Light,85.2,41.4,52.8,33.8,58.8,Nurture
MM103724,Kochi,South,Tier 2,18-24,Female,Entrepreneur/Freelancer,52010,Veg,Balanced Eating,Happy/Social,Mid-evening Snack,South Indian,Mild,Value/Functional,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,95,84,74,74,39,72,33,44,29,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,4,240,834,32,1,Medium,Low,High,75,Interested,Trial Ordered,1,3,1,2,1,4,8,6,Mass Premium,Mass,Light,76.8,66.6,57.3,43.3,55.4,Nurture
